aa_	aa	Banana bunchy top virus :Banana bunchy top virus:ssDNA(+)::GCF_000847305.1
peromyscus_crinitus	peromyscus crinitus	Mouse kobuvirus M-5/USA/2010 :Mouse kobuvirus M-5/USA/2010:ssRNA(+):Peromyscus crinitus:GCF_000893835.1
peromyscus_crinitus	peromyscus crinitus	Mouse Mosavirus :Mosavirus A:ssRNA(+):Peromyscus crinitus:GCF_002817275.1
peromyscus_crinitus	peromyscus crinitus	rosavirus A1 :Rosavirus A:ssRNA(+):Peromyscus crinitus:GCF_002817335.1
peromyscus_eremicus	peromyscus eremicus	Orthohantavirus sinnombreense :Orthohantavirus sinnombreense:ssRNA(-)::GCF_000854765.1
peromyscus_leucopus	peromyscus leucopus	Orthohantavirus sinnombreense :Orthohantavirus sinnombreense:ssRNA(-)::GCF_000854765.1
peromyscus_maniculatus	peromyscus maniculatus	Orthohantavirus sinnombreense :Orthohantavirus sinnombreense:ssRNA(-)::GCF_000854765.1
peromyscus_maniculatus	peromyscus maniculatus	Peromyscus papillomavirus 1 :Iotapapillomavirus 2:dsDNA:Peromyscus maniculatus:GCF_003033155.1
peromyscus_maniculatus	peromyscus maniculatus	Rodent hepacivirus :Rodent hepacivirus:ssRNA(+):Peromyscus maniculatus:GCF_000904775.1
peromyscus_maniculatus	peromyscus maniculatus	Rodent pegivirus :Pegivirus neotomae:ssRNA(+):Neotoma lepida:GCF_000907255.1
peromyscus_maniculatus	peromyscus maniculatus	Severe acute respiratory syndrome coronavirus 2 :Severe acute respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_009858895.2
peromyscus_pectoralis	peromyscus pectoralis	Orthohantavirus sinnombreense :Orthohantavirus sinnombreense:ssRNA(-)::GCF_000854765.1
peromyscus_truei	peromyscus truei	Orthohantavirus sinnombreense :Orthohantavirus sinnombreense:ssRNA(-)::GCF_000854765.1
peromyscus_truei	peromyscus truei	Rodent stool-associated circular genome virus :Rodent stool-associated circular genome virus:ssDNA:Microtus pennsylvanicus:GCF_003726195.1
peromyscus_truei	peromyscus truei	Rodent stool-associated circular genome virus :Rodent stool-associated circular genome virus:ssDNA:Microtus pennsylvanicus:GCF_003726215.1
peromyscus_truei	peromyscus truei	Rodent stool-associated circular genome virus :Rodent stool-associated circular genome virus:ssDNA:Microtus pennsylvanicus:GCF_003726415.1
peromyscus_truei	peromyscus truei	Volepox virus :Volepox virus:dsDNA::GCF_001744115.1
peropteryx_macrotis	peropteryx macrotis	Bat hepacivirus :Bat hepacivirus:ssRNA(+):Otomops martiensseni:GCF_001882015.3
peropteryx_macrotis	peropteryx macrotis	Chikungunya virus :Chikungunya virus:ssRNA(+)::GCF_000854045.1
persea_americana	persea americana	Persea americana alphaendornavirus 1 :Persea americana alphaendornavirus 1:dsRNA:Persea americana:GCF_000895195.1
pestalotiopsis_mangiferae	pestalotiopsis mangiferae	Pestalotiopsis botourmiavirus 2 :Pestalotiopsis botourmiavirus 2:ssRNA(+):Pestalotiopsis mangiferae:GCF_029885785.1
pestalotiopsis_mangiferae	pestalotiopsis mangiferae	Pestalotiopsis botourmiavirus 3 :Pestalotiopsis botourmiavirus 3:ssRNA(+):Pestalotiopsis mangiferae:GCF_029885795.1
petasites_japonicus	petasites japonicus	Butterbur mosaic virus :Butterbur mosaic virus:ssRNA(+)::GCF_000886075.1
petasites_japonicus	petasites japonicus	Orthotospovirus tomatomaculae :Orthotospovirus tomatomaculae:ssRNA(+/-)::GCF_000854725.1
petaurus_breviceps	petaurus breviceps	Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1
petrochirus_diogenes	petrochirus diogenes	Petrochirus diogenes giant hermit crab associated circular virus :Petrochirus diogenes giant hermit crab associated circular virus:ssDNA(+/-):Petrochirus diogenes:GCF_001274365.1
petroica_australis	petroica australis	robinz virus RP_1170 :robinz virus RP_1170:ssDNA(+/-):Petroica australis:GCF_029886335.1
petroica_australis	petroica australis	robinz virus RP_259 :robinz virus RP_259:ssDNA(+/-):Petroica australis:GCF_029886275.1
petroica_australis	petroica australis	robinz virus RP_493 :robinz virus RP_493:ssDNA(+/-):Petroica australis:GCF_029886285.1
petroica_australis	petroica australis	robinz virus RP_526 :robinz virus RP_526:ssDNA(+/-):Petroica australis:GCF_029886295.1
petroica_australis	petroica australis	robinz virus RP_584 :robinz virus RP_584:ssDNA(+/-):Petroica australis:GCF_029886305.1
petroica_australis	petroica australis	robinz virus RP_620 :robinz virus RP_620:ssDNA(+/-):Petroica australis:GCF_029886315.1
petroica_australis	petroica australis	robinz virus RP_736 :robinz virus RP_736:ssDNA(+/-):Petroica australis:GCF_029886325.1
petroica_traversi	petroica traversi	Black robin associated gemykibivirus 1 :Gemykibivirus blaro1:ssDNA:Petroica traversi:GCF_000928815.1
petroselinum_crispum	petroselinum crispum	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
petroselinum_crispum	petroselinum crispum	Apium virus Y :Apium virus Y:ssRNA(+):Apium graveolens:GCF_000891455.1
petroselinum_crispum	petroselinum crispum	Carrot mottle mimic virus :Umbravirus carotae:ssRNA(+)::GCF_000856805.1
petroselinum_crispum	petroselinum crispum	Carrot red leaf luteovirus associated RNA :Carrot red leaf luteovirus associated RNA:ssRNA(+)::GCF_000851505.1
petroselinum_crispum	petroselinum crispum	Carrot red leaf virus :Carrot red leaf virus:ssRNA(+)::GCF_000854305.1
petroselinum_crispum	petroselinum crispum	Carrot thin leaf virus :Carrot thin leaf virus:ssRNA(+):Coriandrum sativum:GCF_000924455.1
petroselinum_crispum	petroselinum crispum	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
petroselinum_crispum	petroselinum crispum	Faba bean necrotic yellows virus :Faba bean necrotic yellows virus:ssDNA(+):Vicia faba:GCF_000844665.1
petroselinum_crispum	petroselinum crispum	Parsley severe stunt alphasatellite 3 :Parsley severe stunt alphasatellite 3:ssDNA:Petroselinum crispum:GCF_018584755.1
petroselinum_crispum	petroselinum crispum	Parsley severe stunt alphasatellite 4 :Parsley severe stunt alphasatellite 4:ssDNA:Petroselinum crispum:GCF_018584765.1
petroselinum_crispum	petroselinum crispum	Parsley severe stunt associated virus :Parsley severe stunt associated virus:ssDNA(+):Petroselinum crispum:GCF_018591425.1
petroselinum_crispum	petroselinum crispum	Sophora yellow stunt virus :Sophora yellow stunt virus:ssDNA(+):Sophora alopecuroides:GCF_018591435.1
petroselinum_crispum	petroselinum crispum	Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1
petunia_exserta	petunia exserta	Petunia exserta mitovirus 1 :Duamitovirus peex1:ssRNA(+):Petunia exserta:GCF_023119455.1
petunia_	petunia	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-)::GCF_000857345.1
petunia_	petunia	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-):Solanum lycopersicum:GCF_001008515.1
petunia_	petunia	Beet curly top Iran virus :Beet curly top Iran virus:ssDNA(+/-):Beta vulgaris subsp. vulgaris:GCF_000879795.1
petunia_	petunia	Chilli leaf curl virus :Chilli leaf curl virus:ssDNA(+/-)::GCF_000841265.1
petunia_	petunia	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
petunia_	petunia	Groundnut ringspot virus :Orthotospovirus arachianuli:ssRNA(+/-):Arachis hypogaea:GCF_003972785.1
petunia_	petunia	Pedilanthus leaf curl virus :Pedilanthus leaf curl virus:ssDNA(+/-)::GCF_000881095.1
petunia_	petunia	Pedilanthus leaf curl virus :Pedilanthus leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868385.1
petunia_	petunia	Petunia vein clearing virus :Petuvirus venapetuniae:dsDNA-RT:Petunia:GCF_000839385.1
petunia_	petunia	Tobacco mild green mosaic virus :Tobacco mild green mosaic virus:ssRNA(+)::GCF_000847545.1
petunia_	petunia	Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1
petunia_	petunia	Tomato aspermy virus :Tomato aspermy virus:ssRNA(+)::GCF_000853065.1
petunia_sp	petunia sp.	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
petunia_sp	petunia sp.	Orthotospovirus tomatomaculae :Orthotospovirus tomatomaculae:ssRNA(+/-)::GCF_000854725.1
petunia_sp	petunia sp.	Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1
petunia_sp	petunia sp.	Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1
petunia_x	petunia x hybrida	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-)::GCF_000857345.1
petunia_x	petunia x hybrida	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-):Solanum lycopersicum:GCF_001008515.1
petunia_x	petunia x hybrida	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
petunia_x	petunia x hybrida	Broad bean wilt virus 2 :Fabavirus betaviciae:ssRNA(+)::GCF_000861605.1
petunia_x	petunia x hybrida	Calibrachoa mottle virus :Alphacarmovirus calibrachoae:ssRNA(+):Cajanus cajan:GCF_000908175.1
petunia_x	petunia x hybrida	Cherry leaf roll virus :Nepovirus avii:ssRNA(+):Rheum:GCF_000893515.1
petunia_x	petunia x hybrida	Chili leaf curl betasatellite :Chili leaf curl betasatellite:ssDNA:Capsicum annuum:GCF_000843905.1
petunia_x	petunia x hybrida	Chilli leaf curl virus :Chilli leaf curl virus:ssDNA(+/-)::GCF_000841265.1
petunia_x	petunia x hybrida	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
petunia_x	petunia x hybrida	Pepper yellow mosaic virus :Pepper yellow mosaic virus:ssRNA(+):Capsicum annuum:GCF_000889995.1
petunia_x	petunia x hybrida	Petunia chlorotic mottle virus :Petunia chlorotic mottle virus:ssRNA(+):Petunia x hybrida:GCF_001973875.1
petunia_x	petunia x hybrida	Petunia vein clearing virus :Petuvirus venapetuniae:dsDNA-RT:Petunia:GCF_000839385.1
petunia_x	petunia x hybrida	Tobacco mild green mosaic virus :Tobacco mild green mosaic virus:ssRNA(+)::GCF_000847545.1
petunia_x	petunia x hybrida	Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1
petunia_x	petunia x hybrida	Tomato aspermy virus :Tomato aspermy virus:ssRNA(+)::GCF_000853065.1
petunia_x	petunia x hybrida	Tomato leaf curl Karnataka virus :Tomato leaf curl Karnataka virus:ssDNA(+/-)::GCF_000840185.1
peyerimhoffina_gracilis	peyerimhoffina gracilis	Neuropteran phasma-related virus OKIAV248 :Feravirus neuropterus:ssRNA(-):Peyerimhoffina gracilis:GCF_018595275.1
phacelia_tanacetifolia	phacelia tanacetifolia	Turnip yellows virus :Turnip yellows virus:ssRNA(+)::GCF_000855905.1
phacochoerus_aethiopicus	phacochoerus aethiopicus	African swine fever virus :African swine fever virus:dsDNA::GCF_003032905.1
phacochoerus_aethiopicus	phacochoerus aethiopicus	African swine fever virus :African swine fever virus:dsDNA::GCF_003032915.1
phacochoerus_aethiopicus	phacochoerus aethiopicus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa domesticus:GCF_003032865.1
phacochoerus_aethiopicus	phacochoerus aethiopicus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa domesticus:GCF_003032885.1
phacochoerus_aethiopicus	phacochoerus aethiopicus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa domesticus:GCF_003033005.1
phacochoerus_aethiopicus	phacochoerus aethiopicus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa:GCF_003032925.1
phacochoerus_africanus	phacochoerus africanus	African swine fever virus :African swine fever virus:dsDNA::GCF_003032905.1
phacochoerus_africanus	phacochoerus africanus	African swine fever virus :African swine fever virus:dsDNA::GCF_003032915.1
phacochoerus_africanus	phacochoerus africanus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa domesticus:GCF_003032865.1
phacochoerus_africanus	phacochoerus africanus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa domesticus:GCF_003032885.1
phacochoerus_africanus	phacochoerus africanus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa domesticus:GCF_003033005.1
phacochoerus_africanus	phacochoerus africanus	African swine fever virus :African swine fever virus:dsDNA:Sus scrofa:GCF_003032925.1
phacochoerus_africanus	phacochoerus africanus	Middelburg virus :Middelburg virus:ssRNA(+):Aedes vittatus:GCF_000921735.1
phacochoerus_africanus	phacochoerus africanus	Orthobunyavirus shuniense :Orthobunyavirus shuniense:ssRNA(-):Equus caballus:GCF_006298405.1
phacochoerus_africanus	phacochoerus africanus	Porcine circovirus 2 :Circovirus porcine2:ssDNA(+/-)::GCF_000862765.1
phacochoerus_africanus	phacochoerus africanus	Porcine circovirus 2 :Circovirus porcine2:ssDNA(+/-):Sus scrofa:GCF_002819625.1
phacochoerus_africanus	phacochoerus africanus	Porcine circovirus 3 :Circovirus porcine3:ssDNA(+/-):Sus scrofa:GCF_001866935.1
phaeoacremonium_minimum	phaeoacremonium minimum	Phaeoacremonium minimum ourmia-like virus 1 :Phaeoacremonium penoulivirus:ssRNA(+):Phaeoacremonium minimum:GCF_018585605.1
phaeoacremonium_minimum	phaeoacremonium minimum	Phaeoacremonium minimum ourmia-like virus 2 :Phaeoacremonium magoulivirus:ssRNA(+):Phaeoacremonium minimum:GCF_018585635.1
phaeoacremonium_minimum	phaeoacremonium minimum	Phaeoacremonium minimum ourmia-like virus 3 :Betabotoulivirus phaeoacremonium:ssRNA(+):Phaeoacremonium minimum:GCF_018585655.1
phaeocystis_globosa	phaeocystis globosa	Phaeocystis globosa virus :Phaeocystis globosa virus:dsDNA:Phaeocystis globosa:GCF_000907415.1
phaeocystis_globosa	phaeocystis globosa	Preplasmiviricota sp. Gezel-14T :Preplasmiviricota sp. Gezel-14T:dsDNA::GCF_000909155.1
phaffia_rhodozyma	phaffia rhodozyma	Xanthophyllomyces dendrorhous virus L1A :Xanthophyllomyces dendrorhous virus L1A:dsRNA:Phaffia rhodozyma:GCF_000904635.1
phaffia_rhodozyma	phaffia rhodozyma	Xanthophyllomyces dendrorhous virus L1B :Xanthophyllomyces dendrorhous virus L1B:dsRNA:Phaffia rhodozyma:GCF_002830745.1
phaius_tancarvilleae	phaius tancarvilleae	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
phalacrocoracidae_	phalacrocoracidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phalacrocoracidae_	phalacrocoracidae	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phalacrocoracidae_	phalacrocoracidae	Avian paramyxovirus 4 :Paraavulavirus hongkongense:ssRNA(-):Anas platyrhynchos:GCF_002815175.1
phalacrocoracidae_	phalacrocoracidae	Avian paramyxovirus 4 :Paraavulavirus hongkongense:ssRNA(-):Anas rubripes:GCF_000901955.1
phalacrocoracidae_	phalacrocoracidae	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
phalacrocoracidae_	phalacrocoracidae	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
phalacrocoracidae_	phalacrocoracidae	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
phalacrocorax_auritus	phalacrocorax auritus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phalacrocorax_auritus	phalacrocorax auritus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phalacrocorax_auritus	phalacrocorax auritus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
phalacrocorax_auritus	phalacrocorax auritus	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
phalacrocorax_capillatus	phalacrocorax capillatus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phalacrocorax_capillatus	phalacrocorax capillatus	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phalacrocorax_carbo	phalacrocorax carbo	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-):Anas platyrhynchos:GCF_002834085.1
phalacrocorax_carbo	phalacrocorax carbo	Avian orthoavulavirus 1 :Orthoavulavirus javaense:ssRNA(-)::GCF_004786615.1
phalacrocorax_carbo	phalacrocorax carbo	Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1
phalacrocorax_carbo	phalacrocorax carbo	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1
phalacrocorax_carbo	phalacrocorax carbo	West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1
phalaenopsis_amabilis	phalaenopsis amabilis	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
phalaenopsis_amabilis	phalaenopsis amabilis	Impatiens necrotic spot virus :Orthotospovirus impatiensnecromaculae:ssRNA(+/-)::GCF_000852025.1
phalaenopsis_amabilis	phalaenopsis amabilis	Odontoglossum ringspot virus :Odontoglossum ringspot virus:ssRNA(+)::GCF_000859905.1
phalaenopsis_equestris	phalaenopsis equestris	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
phalaenopsis_	phalaenopsis	Carnation mottle virus :Alphacarmovirus dianthi:ssRNA(+)::GCF_000854705.1
phalaenopsis_	phalaenopsis	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
phalaenopsis_	phalaenopsis	Dichorhavirus orchidaceae :Dichorhavirus orchidaceae:ssRNA(-)::GCF_000870945.1
phalaenopsis_	phalaenopsis	Odontoglossum ringspot virus :Odontoglossum ringspot virus:ssRNA(+)::GCF_000859905.1
phalaenopsis_pulcherrima	phalaenopsis pulcherrima	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
phalaenopsis_sp	phalaenopsis sp.	Cymbidium mosaic virus :Cymbidium mosaic virus:ssRNA(+)::GCF_000865585.1
phalaenopsis_sp	phalaenopsis sp.	Impatiens necrotic spot virus :Orthotospovirus impatiensnecromaculae:ssRNA(+/-)::GCF_000852025.1
phalaenopsis_sp	phalaenopsis sp.	Nerine latent virus :Nerine latent virus:ssRNA(+):Hippeastrum sp.:GCF_001430135.1
phalaenopsis_sp	phalaenopsis sp.	Odontoglossum ringspot virus :Odontoglossum ringspot virus:ssRNA(+)::GCF_000859905.1
phalaenopsis_sp	phalaenopsis sp.	Turnip mosaic virus :Turnip mosaic virus:ssRNA(+)::GCF_000863465.1
phalaris_aquatica	phalaris aquatica	Barley yellow dwarf virus PAV :Luteovirus pavhordei:ssRNA(+)::GCF_000859045.1
phalaris_canariensis	phalaris canariensis	Cereal yellow dwarf virus RPV :Cereal yellow dwarf virus RPV:ssRNA(+)::GCF_000853365.1
phalaris_coerulescens	phalaris coerulescens	Barley yellow dwarf virus PAV :Luteovirus pavhordei:ssRNA(+)::GCF_000859045.1
phalaris_minor	phalaris minor	Watermelon mosaic virus :Watermelon mosaic virus:ssRNA(+)::GCF_000856625.1
phaps_chalcoptera	phaps chalcoptera	Beak and feather disease virus :Circovirus parrot:ssDNA(+/-)::GCF_000843965.1
phascolarctos_cinereus	phascolarctos cinereus	Burpengary virus :Marsupivirus A:ssRNA(+):Phascolarctos cinereus:GCF_018587065.1
phascolarctos_cinereus	phascolarctos cinereus	Koala retrovirus :Koala retrovirus:ssRNA-RT::GCF_002888855.1
phascolarctos_cinereus	phascolarctos cinereus	Phascolarctid gammaherpesvirus 1 :Manticavirus phascolarctidgamma1:dsDNA:Phascolarctos cinereus:GCF_018583155.1
phaseolus_coccineus	phaseolus coccineus	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
phaseolus_lunatus	phaseolus lunatus	Bean common mosaic virus :Bean common mosaic virus:ssRNA(+):Vigna unguiculata:GCF_000857245.1
phaseolus_lunatus	phaseolus lunatus	Bean golden mosaic virus :Bean golden mosaic virus:ssDNA(+/-)::GCF_000841845.1
phaseolus_lunatus	phaseolus lunatus	Cowpea aphid-borne mosaic virus :Cowpea aphid-borne mosaic virus:ssRNA(+)::GCF_000861665.1
phaseolus_lunatus	phaseolus lunatus	Cowpea severe mosaic virus :Comovirus severum:ssRNA(+)::GCF_000861225.1
phaseolus_lunatus	phaseolus lunatus	Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1
phaseolus_lunatus	phaseolus lunatus	Horsegram yellow mosaic virus :Horsegram yellow mosaic virus:ssDNA(+/-):Macrotyloma uniflorum:GCF_000840965.1
phaseolus_lunatus	phaseolus lunatus	Ludwigia leaf distortion betasatellite :Ludwigia leaf distortion betasatellite:ssDNA:Abelmoschus esculentus:GCF_018580545.1
phaseolus_lunatus	phaseolus lunatus	Macroptilium yellow spot virus :Macroptilium yellow spot virus:ssDNA(+/-):Macroptilium lathyroides:GCF_000895435.1
phaseolus_lunatus	phaseolus lunatus	Malvastrum yellow vein Chitwan betasatellite :Malvastrum yellow vein Chitwan betasatellite:ssDNA:Phaseolus lunatus:GCF_001505475.1
phaseolus_lunatus	phaseolus lunatus	Mungbean yellow mosaic India virus :Mungbean yellow mosaic India virus:ssDNA(+/-)::GCF_000858565.1
phaseolus_lunatus	phaseolus lunatus	Pepper leafroll virus :Pepper leafroll virus:ssDNA(+/-):Capsicum baccatum var. pendulum:GCF_004787035.2
phaseolus_lunatus	phaseolus lunatus	Plant associated genomovirus 15 :Gemycircularvirus legle1:ssDNA:Phaseolus lunatus:GCF_018584055.1
phaseolus_lunatus	phaseolus lunatus	Plant associated genomovirus 5 :Gemyduguivirus merre1:ssDNA:Apocynaceae:GCF_018584105.1
phaseolus_lunatus	phaseolus lunatus	Sida yellow blotch virus :Sida yellow blotch virus:ssDNA(+/-):Sida urens:GCF_000905175.1
phaseolus_lunatus	phaseolus lunatus	Soybean chlorotic blotch virus :Soybean chlorotic blotch virus:ssDNA(+/-):Glycine max:GCF_000889935.1
phaseolus_	phaseolus	Bean golden mosaic virus :Bean golden mosaic virus:ssDNA(+/-)::GCF_000841845.1
phaseolus_	phaseolus	Cleome leaf crumple virus :Cleome leaf crumple virus:ssDNA(+/-):Cleome affinis:GCF_000894195.1
phaseolus_	phaseolus	Peanut stunt virus :Peanut stunt virus:ssRNA(+):Vigna unguiculata:GCF_000863785.1
phaseolus_vulgaris	phaseolus vulgaris	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-)::GCF_000857345.1
phaseolus_vulgaris	phaseolus vulgaris	Ageratum yellow vein virus :Ageratum yellow vein virus:ssDNA(+/-):Solanum lycopersicum:GCF_001008515.1
phaseolus_vulgaris	phaseolus vulgaris	Alfalfa mosaic virus :Alfalfa mosaic virus:ssRNA(+)::GCF_000847525.1
phaseolus_vulgaris	phaseolus vulgaris	Bean bushy stunt virus :Bean bushy stunt virus:ssDNA(+/-):Phaseolus vulgaris:GCF_018589415.2
phaseolus_vulgaris	phaseolus vulgaris	Bean calico mosaic virus :Bean calico mosaic virus:ssDNA(+/-)::GCF_000840005.1
phaseolus_vulgaris	phaseolus vulgaris	Bean chlorosis virus :Bean chlorosis virus:ssDNA(+/-):Phaseolus vulgaris:GCF_000902035.1
phaseolus_vulgaris	phaseolus vulgaris	Bean common mosaic necrosis virus :Bean common mosaic necrosis virus:ssRNA(+):Phaseolus vulgaris:GCF_000861385.1
phaseolus_vulgaris	phaseolus vulgaris	Bean common mosaic virus :Bean common mosaic virus:ssRNA(+):Vigna unguiculata:GCF_000857245.1
phaseolus_vulgaris	phaseolus vulgaris	Bean golden mosaic virus :Bean golden mosaic virus:ssDNA(+/-)::GCF_000841845.1
phaseolus_vulgaris	phaseolus vulgaris	Bean golden yellow mosaic virus :Bean golden yellow mosaic virus:ssDNA(+/-)::GCF_000840225.1
phaseolus_vulgaris	phaseolus vulgaris	Bean latent virus :Bean latent virus:ssDNA(+/-):Phaseolus vulgaris:GCF_018587735.2
phaseolus_vulgaris	phaseolus vulgaris	Bean leaf crumple virus :Bean leaf crumple virus:ssDNA(+/-):Phaseolus vulgaris:GCF_004787795.2
phaseolus_vulgaris	phaseolus vulgaris	Bean leafroll virus :Luteovirus phaseoli:ssRNA(+)::GCF_000850345.1
phaseolus_vulgaris	phaseolus vulgaris	Bean pod mottle virus :Comovirus siliquae:ssRNA(+)::GCF_000862925.1
phaseolus_vulgaris	phaseolus vulgaris	Bean rugose mosaic virus :Comovirus rugomusivum:ssRNA(+):Glycine max:GCF_001430295.1
phaseolus_vulgaris	phaseolus vulgaris	Bean white chlorosis mosaic virus :Bean white chlorosis mosaic virus:ssDNA(+/-):Phaseolus vulgaris:GCF_000910695.1
phaseolus_vulgaris	phaseolus vulgaris	Bean yellow disorder virus :Bean yellow disorder virus:ssRNA(+):Phaseolus vulgaris:GCF_000875065.1
phaseolus_vulgaris	phaseolus vulgaris	Bean yellow dwarf virus :Bean yellow dwarf virus:ssDNA(+/-):Phaseolus vulgaris:GCF_000849725.1
phaseolus_vulgaris	phaseolus vulgaris	Bean yellow mosaic Mexico virus :Bean yellow mosaic Mexico virus:ssDNA(+/-):Phaseolus vulgaris:GCF_000893575.1
phaseolus_vulgaris	phaseolus vulgaris	Bean yellow mosaic virus :Bean yellow mosaic virus:ssRNA(+)::GCF_000863145.1
phaseolus_vulgaris	phaseolus vulgaris	Beet curly top Iran virus :Beet curly top Iran virus:ssDNA(+/-):Beta vulgaris subsp. vulgaris:GCF_000879795.1
phaseolus_vulgaris	phaseolus vulgaris	Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1
phaseolus_vulgaris	phaseolus vulgaris	Broad bean wilt virus 1 :Fabavirus alphaviciae:ssRNA(+)::GCF_000853465.1
phaseolus_vulgaris	phaseolus vulgaris	Cabbage leaf curl virus :Cabbage leaf curl virus:ssDNA(+/-)::GCF_000838405.1
phaseolus_vulgaris	phaseolus vulgaris	Clover yellow vein virus :Clover yellow vein virus:ssRNA(+)::GCF_000861485.1
phaseolus_vulgaris	phaseolus vulgaris	Common bean-associated gemycircularvirus :Common bean-associated gemycircularvirus:ssDNA:Phaseolus vulgaris:GCF_001725855.1
phaseolus_vulgaris	phaseolus vulgaris	Common bean mottle virus :Common bean mottle virus:ssDNA(+/-):Phaseolus vulgaris:GCF_003029365.2
phaseolus_vulgaris	phaseolus vulgaris	Common bean severe mosaic virus :Common bean severe mosaic virus:ssDNA(+/-):Phaseolus vulgaris:GCF_002366145.2
phaseolus_vulgaris	phaseolus vulgaris	Cotton leaf curl betasatellite :Cotton leaf curl betasatellite:ssDNA:Capsicum:GCF_026210845.1
phaseolus_vulgaris	phaseolus vulgaris	Cotton leaf curl betasatellite :Cotton leaf curl betasatellite:ssDNA:Capsicum:GCF_026222515.1
phaseolus_vulgaris	phaseolus vulgaris	Cotton leaf curl betasatellite :Cotton leaf curl betasatellite:ssDNA:Gossypium hirsutum:GCF_000845565.1
phaseolus_vulgaris	phaseolus vulgaris	Cotton leaf curl betasatellite :Cotton leaf curl betasatellite:ssDNA:Gossypium hirsutum:GCF_000897035.1
phaseolus_vulgaris	phaseolus vulgaris	Cotton leaf curl Gezira virus :Cotton leaf curl Gezira virus:ssDNA(+/-)::GCF_000838805.1
